sample_id	density	production	prod_level
M_D_TasdA_P_asdD_000_DtdhDlysC_I_12_M1	0.55	0.19	Low
M_D_Tasd_P_asdD_pyc_Dtdh_0_5p5_M1	0.29	0.0	None
M_D_TasdA_P_asdD_000_DlysA_0_5p5_M1	1.24	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_I_24_M1	2.3	0.312803044	Low
M_D_TasdA_P_asdD_000_DmetL_I_12_M1	0.22	0.0	None
7_D_TasdA_P_asdD_pyc_DdhaM_I_5p5_M1	0.5	0.0	None
M_D_TasdA_P_asdD_pntAB_Dtdh_0_12_M1	0.36	0.149631173	Low
7_D_Tasd_P_asdD_rhtA_DlysA_0_24_M1	0.11	0.0	None
7_D_TasdA1_P_asdD_pyc_DlysC_I_12_M1	0.06	0.0	None
M_D_TasdA1_P_asdD_rhtA_DlysA_I_12_M1	0.88	0.0695	Low
7_D_TasdA1_P_asdD_rhtA_DptsG_0_5p5_M1	0.03	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDdapA_0_12_M1	0.33	0.0	None
7_D_TasdA_P_asdD_000_DlysC_0_6_M1	0.49	0.01238472	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_0_6_M1	0.16	0.0	None
7_D_TasdA_P_asdD_rhtA_DmetL_0_5p5_M1	0.04	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysC_0_4p5_M1	0.25	0.095719261	Low
7_D_TasdA1_P_asdD_rhtA_DlysA_0_6_M1	0.07	0.0	None
M_D_TasdA_P_asdD_rhtA_DmetL_0_5p5_M1	0.13	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDptsG_0_24_M1	0.83	0.089922094	Low
M_D_TasdA_P_asdD_zwf_DtdhDdapA_0_24_M1	1.84	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_24_M1	5.99	0.484938147	Low
M_D_TasdA_P_asdD_000_DmetL_0_12_M1	0.1	0.0	None
7_D_TasdA1_P_asdD_rhtA_DlysC_I_24_M1	1.96	0.213726311	Low
7_D_TasdA_P_asdD_pyc_DmetL_0_24_M1	0.0	0.0	None
M_D_TasdA_P_asdD_aspC_DdapA_0_4p5_M1	0.48	0.023413242	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDptsG_0_12_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_Dtdh_0_5p5_M1	0.44	0.026	Low
M_D_Tasd_P_asdD_pyc_DdapA_I_12_M1	0.19	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_0_6_M1	0.49	0.104407572	Low
7_D_Tasd_P_asdD_pyc_DrhtA_0_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aceBA_D000_I_12_M1	1.08	0.076788324	Low
7_D_Tasd_P_asdD_000_DdapA_0_5p5_M1	0.25	0.0	None
7_D_TasdA_P_asdD_000_DrhtA_0_24_M1	4.29	0.141	Low
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_0_5p5_M1	0.62	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_24_M1	1.7	1.059071692	High
M_D_TasdA_P_asdD_aceBA_DdapA_I_6_M1	0.44	0.01870183	Low
M_D_TasdA_P_asdD_aspC_DdapA_0_5p5_M1	0.36	0.0	None
7_D_TasdA_P_asdD_pyc_DmetL_I_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_000_DtdhDlysC_0_12_M1	1.01	0.032829028	Low
M_D_TasdA_P_asdD_rhtA_DdapA_0_24_M1	0.99	0.0	None
7_D_Tasd_P_asdD_000_DmetL_0_12_M1	0.15	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysA_0_6_M1	0.24	0.055100348	Low
M_D_TasdA1_P_asdD_rhtA_DmetL_0_5p5_M1	0.15	0.0	None
M_D_Tasd_P_asdD_000_DtdhDlysA_I_5p5_M1	0.21	0.0	None
7_D_Tasd_P_asdD_pyc_Dtdh_0_4p5_M1	0.59	5.0E-4	Low
7_D_Tasd_P_asdD_000_DptsG_I_24_M1	0.32	0.0	None
7_D_TasdA1_P_asdD_000_DtdhDrhtA_0_6_M1	0.15	0.0	None
7_D_TasdA_P_asdD_zwf_DrhtA_0_12_M1	1.64	0.151163984	Low
M_D_TasdA_P_asdD_pyc_Dtdh_I_6_M1	0.37	0.0	None
M_D_Tasd_P_asdD_000_Dtdh_0_5p5_M1	0.29	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysA_0_4p5_M1	0.42	0.059744016	Low
M_D_Tasd_P_asdD_pyc_DlysC_I_5p5_M1	0.12	0.0	None
M_D_TasdA_P_asdD_pyc_DdhaM_I_6_M1	0.42	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_6_M1	0.26	0.009467405	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_I_6_M1	0.12	0.0	None
M_D_Tasd_P_asdD_pyc_Dtdh_0_6_M1	0.16	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDptsG_0_4p5_M1	0.25	0.00775	Low
M_D_TasdA_P_asdD_aceBA_DtdhDptsG_0_4p5_M1	0.4	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDptsG_0_4p5_M1	0.19	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_12_M1	0.13	0.021013052	Low
7_D_TasdA_P_asdD_000_DdapA_0_4p5_M1	0.15	0.0	None
M_D_Tasd_P_asdD_000_DtdhDptsG_I_5p5_M1	0.15	0.0	None
M_D_TasdA_P_asdD_aspC_D000_0_6_M1	0.57	0.055825155	Low
7_D_TasdA_P_asdD_000_Dtdh_0_5p5_M1	0.69	0.0	None
M_D_Tasd_P_asdD_000_DtdhDptsG_0_4p5_M1	0.18	0.0	None
7_D_TasdA1_P_asdD_rhtA_Dtdh_0_4p5_M1	0.54	0.039809251	Low
7_D_TasdA1_P_asdD_pyc_DptsG_0_12_M1	0.03	0.0	None
M_D_TasdA_P_asdD_000_DptsG_0_4p5_M1	0.45	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_12_M1	0.17	0.0065	Low
M_D_Tasd_P_asdD_rhtA_DlysC_0_24_M1	0.44	0.0	None
M_D_TasdA_P_asdD_rhtA_DptsG_0_5p5_M1	0.61	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDlysA_0_4p5_M1	0.01	0.0485	Low
7_D_TasdA1_P_asdD_rhtA_DlysC_0_5p5_M1	0.46	0.0	None
7_D_TasdA_P_asdD_pntAB_DdapA_I_24_M1	0.77	0.376828906	Low
M_D_Tasd_P_asdD_pyc_DtdhDlysC_I_24_M1	0.23	0.0	None
7_D_TasdA_P_asdD_rhtA_Dtdh_0_24_M1	1.92	0.111286897	Low
7_D_TasdA_P_asdD_rhtA_DdhaM_0_12_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aceBA_D000_I_6_M1	0.26	0.117576647	Low
M_D_TasdA1_P_asdD_rhtA_DmetL_I_6_M1	0.1	0.0	None
7_D_TasdA_P_asdD_rhtA_DptsG_0_12_M1	0.31	0.019179737	Low
7_D_TasdA1_P_asdD_pyc_DdhaM_0_5p5_M1	0.74	0.0	None
7_D_TasdA_P_asdD_aceBA_Dtdh_0_4p5_M1	0.46	0.019952965	Low
M_D_Tasd_P_asdD_rhtA_Dtdh_I_24_M1	0.69	0.0	None
M_D_TasdA_P_asdD_aspC_D000_I_12_M1	0.42	0.057	Low
M_D_Tasd_P_asdD_pyc_DlysC_0_5p5_M1	0.12	0.0	None
M_D_Tasd_P_asdD_rhtA_Dtdh_I_12_M1	0.14	0.011	Low
M_D_TasdA1_P_asdD_000_DtdhDdapA_0_4p5_M1	0.16	0.0	None
M_D_TasdA_P_asdD_000_D000_0_24_M1	4.61	0.905641706	High
M_D_TasdA_P_asdD_000_DtdhDmetL_0_5p5_M1	0.44	0.107	Low
7_D_Tasd_P_asdD_pyc_DtdhDrhtA_I_12_M1	0.2	0.0	None
M_D_TasdA1_P_asdD_pyc_Dtdh_0_12_M1	0.45	0.0	None
M_D_TasdA_P_asdD_aspC_DptsG_I_5p5_M1	0.42	0.017	Low
7_D_TasdA1_P_asdD_pyc_DmetL_0_6_M1	0.2	0.0	None
7_D_TasdA1_P_asdD_rhtA_DlysA_I_24_M1	0.06	0.0	None
7_D_TasdA1_P_asdD_000_Dtdh_I_12_M1	0.74	0.024666179	Low
7_D_Tasd_P_asdD_000_DlysC_I_12_M1	0.15	0.0	None
7_D_TasdA_P_asdD_pntAB_D000_0_4p5_M1	0.47	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysA_I_12_M1	0.73	0.017542607	Low
M_D_TasdA_P_asdD_pyc_DmetL_I_12_M1	0.3	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_24_M1	0.18	0.0	None
M_D_TasdA_P_asdD_rhtA_D000_I_6_M1	0.25	0.169215207	Low
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_I_24_M1	0.94	0.0	None
M_D_TasdA_P_asdD_rhtA_DrhtA_I_5p5_M1	0.17	0.0	None
M_D_TasdA_P_asdD_zwf_DlysC_0_12_M1	0.71	0.138166789	Low
7_D_TasdA1_P_asdD_rhtA_Dtdh_0_5p5_M1	0.84	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDptsG_I_5p5_M1	0.57	0.0	None
7_D_TasdA_P_asdD_pntAB_DdapA_0_24_M1	1.36	0.707454256	Low
7_D_TasdA_P_asdD_000_DtdhDrhtA_I_24_M1	2.54	0.0	None
7_D_TasdA_P_asdD_000_DmetL_0_4p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_aspC_DdapA_0_24_M1	0.9	0.078432002	Low
M_D_Tasd_P_asdD_000_DptsG_I_5p5_M1	0.23	0.0	None
7_D_TasdA_P_asdD_pyc_DptsG_I_6_M1	0.3	0.0	None
M_D_TasdA_P_asdD_rhtA_DrhtA_0_24_M1	1.25	0.006876157	Low
7_D_Tasd_P_asdD_pyc_DrhtA_0_24_M1	0.29	0.0	None
M_D_TasdA1_P_asdD_pyc_DmetL_0_12_M1	0.14	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_4p5_M1	0.16	0.00225	Low
7_D_Tasd_P_asdD_000_DtdhDrhtA_I_12_M1	0.15	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_5p5_M1	0.38	0.0	None
M_D_TasdA1_P_asdD_pyc_DmetL_I_24_M1	1.17	0.018	Low
7_D_Tasd_P_asdD_rhtA_DrhtA_0_5p5_M1	0.08	0.0	None
M_D_Tasd_P_asdD_rhtA_DlysC_I_12_M1	3.13	0.0	None
7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_24_M1	1.53	5.0E-4	Low
M_D_TasdA1_P_asdD_000_DlysA_0_5p5_M1	0.46	0.0	None
M_D_TasdA_P_asdD_pyc_DlysA_I_6_M1	0.24	0.0	None
M_D_TasdA_P_asdD_aspC_DlysA_I_6_M1	0.49	0.128550034	Low
M_D_TasdA_P_asdD_aspC_Dtdh_0_5p5_M1	0.19	0.0	None
7_D_Tasd_P_asdD_rhtA_DdapA_0_4p5_M1	0.41	0.035652628	Low
7_D_TasdA_P_asdD_pyc_DmetL_I_5p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_I_12_M1	0.47	0.058092827	Low
7_D_Tasd_P_asdD_000_DlysC_I_24_M1	0.37	0.0	None
7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_5p5_M1	0.51	0.015	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDmetL_0_4p5_M1	0.02	0.0	None
M_D_TasdA_P_asdD_zwf_D000_I_12_M1	0.0	0.019	Low
M_D_TasdA1_P_asdD_000_DlysC_0_5p5_M1	0.42	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysA_I_6_M1	0.22	0.037702275	Low
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_6_M1	0.14	0.0	None
M_D_Tasd_P_asdD_rhtA_DmetL_I_12_M1	0.11	0.00116378	Low
7_D_TasdA_P_asdD_aceBA_DdapA_I_6_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_Dtdh_0_24_M1	2.02	0.009	Low
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_I_5p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_000_D000_I_12_M1	1.43	1.23213809	High
M_D_TasdA1_P_asdD_000_DptsG_I_24_M1	3.04	0.601	Low
7_D_Tasd_P_asdD_000_DlysC_0_5p5_M1	0.2	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysA_0_5p5_M1	0.53	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_12_M1	3.84	0.111279021	Low
M_D_Tasd_P_asdD_000_DtdhDlysA_0_6_M1	0.14	0.0	None
M_D_TasdA1_P_asdD_pyc_DmetL_0_6_M1	0.11	0.0	None
7_D_TasdA_P_asdD_aceBA_Dtdh_I_24_M1	0.96	0.368432071	Low
7_D_TasdA1_P_asdD_000_DptsG_0_12_M1	0.37	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_24_M1	0.19	0.0	None
7_D_TasdA_P_asdD_aceBA_DdhaM_0_12_M1	2.02	0.073493267	Low
M_0_0_0_asdO_000_D000_0_6_M1	3.12	0.0	None
7_D_TasdA1_P_asdD_rhtA_DlysA_I_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_4p5_M1	0.31	0.044202143	Low
M_D_TasdA1_P_asdD_rhtA_DrhtA_0_5p5_M1	0.31	0.0	None
7_D_TasdA_P_asdD_000_Dtdh_0_12_M1	2.34	0.0	None
M_D_TasdA_P_asdD_aspC_DdapA_0_12_M1	0.54	0.045564609	Low
M_D_Tasd_P_asdD_rhtA_DdhaM_I_5p5_M1	0.06	0.0	None
7_D_TasdA1_P_asdD_pyc_DdapA_I_5p5_M1	0.2	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysA_I_6_M1	0.46	0.024737445	Low
M_D_TasdA_P_asdD_aceBA_DrhtA_I_5p5_M1	0.08	0.0	None
7_D_TasdA1_P_asdD_rhtA_DptsG_I_5p5_M1	0.04	0.0	None
M_D_TasdA_P_asdD_pyc_DlysA_0_12_M1	1.53	0.080124042	Low
M_D_Tasd_P_asdD_000_DptsG_0_5p5_M1	0.21	0.0	None
M_D_Tasd_P_asdD_000_DmetL_I_6_M1	0.0	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_0_24_M1	0.69	0.0065	Low
M_D_TasdA_P_asdD_000_DmetL_0_24_M1	1.07	0.0	None
M_D_Tasd_P_asdD_rhtA_DrhtA_0_6_M1	0.21	0.0	None
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_0_24_M1	1.79	0.037	Low
7_D_TasdA_P_asdD_000_DlysC_0_5p5_M1	0.9	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysA_0_24_M1	0.1	0.0	None
M_D_TasdA_P_asdD_aceBA_D000_0_6_M1	0.44	0.09626378	Low
M_D_TasdA_P_asdD_000_DtdhDptsG_0_5p5_M1	0.22	0.0	None
M_D_TasdA1_P_asdD_000_DdapA_0_12_M1	1.9	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDptsG_I_12_M1	0.12	0.0215079	Low
M_D_Tasd_P_asdD_rhtA_DdapA_I_5p5_M1	0.02	0.0	None
M_D_TasdA1_P_asdD_000_DlysC_0_4p5_M1	0.42	0.0	None
7_D_TasdA_P_asdD_pntAB_DrhtA_0_12_M1	3.98	0.236181931	Low
7_D_Tasd_P_asdD_000_DtdhDdapA_I_24_M1	0.07	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_I_6_M1	0.26	0.014962462	Low
7_D_TasdA1_P_asdD_000_Dtdh_I_6_M1	0.39	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_6_M1	0.82	0.227785097	Low
7_D_TasdA_P_asdD_000_DdhaM_0_12_M1	3.54	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDdapA_0_6_M1	0.11	0.091808362	Low
M_D_Tasd_P_asdD_pyc_DrhtA_0_5p5_M1	0.1	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_0_12_M1	0.11	0.0115	Low
M_D_TasdA_P_asdD_rhtA_DtdhDlysA_0_5p5_M1	0.59	0.0	None
7_D_Tasd_P_asdD_rhtA_DdapA_I_6_M1	0.25	0.027629706	Low
M_D_Tasd_P_asdD_pyc_DlysC_0_12_M1	0.13	0.0	None
7_D_TasdA_P_asdD_aspC_DdapA_0_4p5_M1	0.27	0.028360283	Low
7_D_TasdA1_P_asdD_000_DrhtA_0_5p5_M1	0.39	0.0	None
7_D_TasdA_P_asdD_pntAB_DrhtA_0_4p5_M1	0.62	0.02048825	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDptsG_0_24_M1	0.1	0.0	None
7_D_TasdA_P_asdD_aceBA_D000_0_24_M1	2.95	0.905618167	High
M_D_TasdA_P_asdD_zwf_DptsG_I_6_M1	0.35	0.040430046	Low
M_D_Tasd_P_asdD_pyc_DlysA_0_5p5_M1	0.23	0.0	None
M_D_TasdA1_P_asdD_pyc_DrhtA_0_4p5_M1	0.19	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_I_12_M1	0.55	0.084532066	Low
7_D_Tasd_P_asdD_pyc_DmetL_I_24_M1	2.76	0.0	None
M_D_Tasd_P_asdD_000_DtdhDlysC_0_4p5_M1	0.28	0.0	None
M_D_TasdA_P_asdD_zwf_DptsG_I_5p5_M1	0.06	0.003	Low
M_D_TasdA1_P_asdD_rhtA_DptsG_0_6_M1	0.35	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_4p5_M1	0.17	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDptsG_0_12_M1	0.29	0.034119799	Low
7_D_TasdA_P_asdD_aceBA_DdapA_0_4p5_M1	0.0	0.0	None
M_D_Tasd_P_asdD_pyc_DlysC_I_6_M1	0.28	0.0	None
M_D_TasdA_P_asdD_000_D000_0_6_M1	1.07	0.333987303	Low
M_D_TasdA_P_asdD_aspC_DrhtA_0_6_M1	0.31	0.0	None
7_D_TasdA1_P_asdD_pyc_DlysC_0_12_M1	0.03	0.0	None
7_D_TasdA_P_asdD_rhtA_D000_I_6_M1	0.29	0.265602121	Low
M_D_TasdA_P_asdD_rhtA_DdhaM_0_5p5_M1	0.26	0.0	None
7_D_TasdA_P_asdD_pntAB_DptsG_0_24_M1	1.43	0.0	None
M_D_TasdA_P_asdD_000_DtdhDlysA_0_4p5_M1	0.49	0.011120638	Low
M_D_TasdA1_P_asdD_rhtA_DlysA_I_6_M1	0.15	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_5p5_M1	0.23	0.0	None
M_D_TasdA_P_asdD_zwf_DlysC_I_6_M1	0.44	0.108028941	Low
7_D_TasdA_P_asdD_000_DmetL_0_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_rhtA_DmetL_0_4p5_M1	0.14	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_0_6_M1	0.33	0.017540204	Low
7_D_Tasd_P_asdD_000_DptsG_I_6_M1	0.3	0.0	None
M_D_Tasd_P_asdD_rhtA_DdapA_0_5p5_M1	0.02	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_5p5_M1	0.53	0.023	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_I_12_M1	0.09	0.0	None
7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_12_M1	0.2	0.0	None
M_D_TasdA_P_asdD_rhtA_DrhtA_I_6_M1	0.13	0.046268918	Low
7_D_Tasd_P_asdD_rhtA_DlysA_I_24_M1	0.07	0.0	None
7_D_Tasd_P_asdD_pyc_DmetL_0_4p5_M1	0.3	0.0	None
7_D_TasdA_P_asdD_000_DtdhDlysC_I_12_M1	0.54	0.146536073	Low
7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_6_M1	0.2	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_0_5p5_M1	0.12	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_12_M1	2.04	0.202594594	Low
M_0_0_0_asdO_pfb6.4.2C_D000_0_6_M1	0.7	0.0	None
7_D_TasdA_P_asdD_pyc_DlysC_0_6_M1	0.16	0.087037054	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_6_M1	0.17	0.0	None
M_D_TasdA_P_asdD_zwf_Dtdh_0_6_M1	0.38	0.068193878	Low
7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_24_M1	0.15	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDlysC_I_12_M1	1.2	0.490186169	Low
7_D_TasdA1_P_asdD_000_D000_0_24_M1	3.05	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_I_5p5_M1	0.74	0.051	Low
M_D_TasdA1_P_asdD_000_DtdhDmetL_0_6_M1	0.37	0.0	None
M_0_0_0_asdO_pfb6.4.2C_D000_0_24_M1	3.28	0.001682242	Low
7_D_Tasd_P_asdD_rhtA_DlysA_I_12_M1	0.07	0.0	None
M_D_TasdA_P_asdD_zwf_DdapA_I_24_M1	0.4	0.033493378	Low
M_D_TasdA_P_asdD_zwf_DdapA_0_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_pntAB_DptsG_I_6_M1	0.46	0.118893049	Low
M_D_TasdA1_P_asdD_pyc_DlysC_I_24_M1	0.09	0.0	None
M_D_TasdA_P_asdD_000_DtdhDlysC_0_24_M1	3.1	1.249	High
7_D_TasdA1_P_asdD_rhtA_DmetL_0_4p5_M1	0.34	0.002	Low
M_D_Tasd_P_asdD_rhtA_DmetL_I_5p5_M1	0.2	0.0	None
7_D_TasdA_P_asdD_000_DtdhDrhtA_I_5p5_M1	0.19	0.0	None
M_D_TasdA_P_asdD_000_DtdhDlysA_0_6_M1	0.48	0.027851172	Low
7_D_TasdA_P_asdD_000_DmetL_I_5p5_M1	0.04	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_0_4p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_000_DlysA_0_12_M1	3.68	0.012	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDptsG_I_24_M1	0.06	0.0	None
7_D_TasdA_P_asdD_pntAB_DmetL_0_4p5_M1	0.04	0.0	None
M_D_TasdA1_P_asdD_000_DlysA_0_24_M1	3.58	0.256	Low
7_D_Tasd_P_asdD_rhtA_DlysA_0_5p5_M1	0.09	0.0	None
M_D_TasdA_P_asdD_000_DtdhDdapA_0_4p5_M1	0.32	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_24_M1	0.98	0.030459491	Low
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_0_6_M1	0.16	0.0	None
M_D_TasdA_P_asdD_000_DrhtA_0_4p5_M1	0.18	0.0	None
7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_12_M1	0.85	0.044711354	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_0_4p5_M1	0.13	0.0	None
M_D_Tasd_P_asdD_rhtA_Dtdh_I_6_M1	0.13	0.0	None
7_D_TasdA1_P_asdD_pyc_DdhaM_0_12_M1	2.21	0.006507585	Low
M_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_5p5_M1	0.3	0.0	None
7_D_TasdA_P_asdD_aceBA_D000_I_5p5_M1	0.55	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDlysA_0_6_M1	0.18	0.012666214	Low
7_D_TasdA_P_asdD_000_DmetL_I_24_M1	0.0	0.0	None
M_D_TasdA_P_asdD_000_DmetL_0_6_M1	0.03	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_12_M1	0.23	0.073493267	Low
7_D_TasdA1_P_asdD_rhtA_DmetL_0_24_M1	1.67	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_12_M1	0.16	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_24_M1	2.08	0.781976161	Low
M_D_TasdA_P_asdD_000_DrhtA_0_6_M1	0.15	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDmetL_I_5p5_M1	0.42	0.0	None
M_D_TasdA1_P_asdD_000_DdapA_0_24_M1	3.56	0.194	Low
7_D_TasdA1_P_asdD_000_DlysC_0_6_M1	0.34	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_0_5p5_M1	0.57	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_0_12_M1	0.13	0.021	Low
7_D_TasdA_P_asdD_aceBA_DptsG_0_12_M1	0.5	0.0	None
7_D_TasdA1_P_asdD_000_DtdhDrhtA_I_12_M1	1.34	0.0	None
7_D_TasdA_P_asdD_pntAB_DlysC_0_6_M1	1.05	0.036757117	Low
7_D_TasdA_P_asdD_ppc_D000_I_5p5_M1	0.46	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_6_M1	0.17	0.113938609	Low
7_D_Tasd_P_asdD_000_DptsG_I_12_M1	0.25	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_0_12_M1	4.21	0.382076927	Low
M_D_TasdA1_P_asdD_000_DlysA_0_4p5_M1	0.41	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_I_24_M1	1.25	0.099	Low
M_D_TasdA1_P_asdD_pyc_DmetL_I_5p5_M1	0.11	0.0	None
M_D_Tasd_P_asdD_rhtA_DptsG_0_4p5_M1	0.19	0.006	Low
M_D_Tasd_P_asdD_rhtA_Dtdh_0_4p5_M1	0.19	0.0	None
7_D_TasdA_P_asdD_000_DtdhDlysC_0_4p5_M1	0.35	0.015664538	Low
7_D_TasdA_P_asdD_rhtA_DrhtA_0_5p5_M1	0.6	0.0	None
7_D_TasdA_P_asdD_ppc_D000_0_24_M1	3.13	0.304	Low
M_D_TasdA_P_asdD_000_DmetL_0_4p5_M1	0.08	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDptsG_0_4p5_M1	0.13	0.0130808	Low
7_D_Tasd_P_asdD_pyc_DrhtA_I_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_000_D000_0_24_M1	4.61	1.150037774	High
7_D_TasdA_P_asdD_aceBA_DlysC_0_12_M1	1.91	0.008417801	Low
M_D_TasdA1_P_asdD_pyc_DtdhDlysC_0_5p5_M1	0.42	0.0	None
M_D_Tasd_P_asdD_pyc_DptsG_0_4p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_aspC_DptsG_0_12_M1	0.72	0.059446525	Low
M_D_TasdA1_P_asdD_pyc_DrhtA_I_12_M1	0.5	0.0	None
M_D_Tasd_P_asdD_rhtA_DrhtA_I_6_M1	0.15	0.0	None
M_0_0_0_asdO_pfb6.4.2C_D000_I_12_M1	0.72	0.335511206	Low
7_D_TasdA1_P_asdD_pyc_DlysA_0_6_M1	0.01	0.0	None
M_D_TasdA1_P_asdD_000_DrhtA_0_4p5_M1	0.11	0.0	None
M_D_TasdA_P_asdD_zwf_D000_0_6_M1	0.4	0.143341582	Low
7_D_Tasd_P_asdD_000_DtdhDdapA_0_4p5_M1	0.14	0.0	None
M_D_TasdA1_P_asdD_rhtA_DlysA_0_24_M1	1.59	0.0	None
M_D_TasdA_P_asdD_zwf_DdapA_I_12_M1	0.41	0.031768447	Low
7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_24_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_DdapA_0_12_M1	0.01	0.0	None
7_D_Tasd_P_asdD_rhtA_DdhaM_0_24_M1	0.12	0.0085	Low
