sample_id	density	production	prod_level
M_D_TasdA_P_asdD_pyc_D000_0_12_M1	1.94	0.376275632	Low
7_D_TasdA_P_asdD_rhtA_Dtdh_0_5p5_M1	0.43	0.0	None
7_D_TasdA_P_asdD_pntAB_DrhtA_I_6_M1	0.78	0.090286935	Low
7_D_Tasd_P_asdD_pyc_DdhaM_I_5p5_M1	0.16	0.0	None
7_D_TasdA_P_asdD_aspC_D000_0_5p5_M1	0.49	0.004	Low
M_D_TasdA1_P_asdD_000_DdhaM_0_24_M1	0.56	0.0	None
M_D_TasdA_P_asdD_pyc_DlysC_0_6_M1	0.33	0.234152385	Low
7_D_TasdA_P_asdD_rhtA_DlysC_I_5p5_M1	0.81	0.0	None
7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_12_M1	0.32	0.0165	Low
M_D_Tasd_P_asdD_000_Dtdh_0_4p5_M1	0.36	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_12_M1	0.95	0.055221594	Low
M_D_Tasd_P_asdD_000_DtdhDmetL_I_5p5_M1	0.17	0.0	None
7_D_TasdA_P_asdD_ppc_D000_0_4p5_M1	0.45	0.245	Low
M_D_TasdA_P_asdD_rhtA_Dtdh_0_6_M1	0.2	0.0	None
7_D_TasdA1_P_asdD_000_DdhaM_I_24_M1	3.92	1.574	High
M_D_TasdA_P_asdD_000_DtdhDlysA_0_12_M1	1.27	0.047209027	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_5p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_aspC_DlysC_0_5p5_M1	0.34	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_12_M1	0.23	0.014715427	Low
M_D_TasdA_P_asdD_zwf_DtdhDlysA_0_24_M1	0.43	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDptsG_0_12_M1	0.51	0.0	None
M_D_TasdA_P_asdD_pyc_D000_0_6_M1	0.69	0.450375453	Low
7_D_TasdA1_P_asdD_000_DtdhDdapA_I_24_M1	1.59	0.0	None
7_D_TasdA_P_asdD_000_DlysC_I_6_M1	0.46	0.0	None
M_D_Tasd_P_asdD_rhtA_DlysC_I_24_M1	0.32	0.014785601	Low
7_D_TasdA_P_asdD_pntAB_D000_0_5p5_M1	0.42	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysA_I_12_M1	0.1	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDptsG_0_4p5_M1	0.57	0.098371956	Low
M_D_Tasd_P_asdD_pyc_DdhaM_0_6_M1	0.16	0.0	None
M_D_Tasd_P_asdD_000_DtdhDdapA_0_4p5_M1	0.14	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDlysC_I_24_M1	2.1	0.016	Low
M_D_TasdA1_P_asdD_000_DtdhDlysC_0_12_M1	0.34	0.0	None
M_D_TasdA_P_asdD_000_DrhtA_I_6_M1	0.12	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysC_I_6_M1	0.45	0.193734683	Low
M_D_TasdA1_P_asdD_000_DtdhDdapA_I_5p5_M1	0.15	0.0	None
M_D_TasdA_P_asdD_pyc_DdhaM_0_12_M1	0.72	0.0	None
7_D_TasdA_P_asdD_rhtA_DlysC_0_4p5_M1	0.51	0.138982993	Low
M_D_Tasd_P_asdD_rhtA_DptsG_I_6_M1	0.14	0.0	None
M_D_Tasd_P_asdD_pyc_DlysC_I_12_M1	0.21	0.0	None
7_D_TasdA_P_asdD_pyc_Dtdh_0_6_M1	0.3	0.118845774	Low
7_D_Tasd_P_asdD_pyc_DmetL_0_12_M1	0.57	0.0	None
M_D_TasdA1_P_asdD_pyc_DdhaM_I_6_M1	0.34	0.0	None
M_D_TasdA_P_asdD_pyc_D000_I_6_M1	0.6	0.367894162	Low
M_D_Tasd_P_asdD_pyc_DrhtA_0_24_M1	0.33	0.0	None
M_D_TasdA1_P_asdD_pyc_DptsG_I_12_M1	0.91	0.0	None
7_D_TasdA_P_asdD_aceBA_DdhaM_0_24_M1	6.34	0.51747588	Low
M_D_TasdA_P_asdD_000_DtdhDdapA_0_5p5_M1	0.6	0.0	None
7_D_Tasd_P_asdD_000_DdapA_I_12_M1	0.07	0.0	None
M_D_TasdA1_P_asdD_000_Dtdh_I_24_M1	2.77	0.771	Low
M_D_TasdA1_P_asdD_pyc_Dtdh_0_5p5_M1	0.44	0.0	None
7_D_TasdA_P_asdD_aceBA_DptsG_I_24_M1	0.78	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_24_M1	0.89	0.363305966	Low
M_D_TasdA_P_asdD_000_DtdhDdapA_I_5p5_M1	0.59	0.0	None
7_D_TasdA_P_asdD_pyc_Dtdh_I_6_M1	0.32	0.082265746	Low
7_D_Tasd_P_asdD_pyc_DdapA_0_6_M1	0.04	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_0_4p5_M1	0.66	0.128597492	Low
7_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_6_M1	0.24	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_I_12_M1	1.32	0.141	Low
7_D_TasdA_P_asdD_rhtA_DlysA_0_5p5_M1	0.93	0.0	None
7_D_TasdA1_P_asdD_pyc_DmetL_0_24_M1	2.14	0.031	Low
M_D_TasdA1_P_asdD_rhtA_DdapA_0_6_M1	0.19	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDptsG_0_4p5_M1	0.02	0.0485	Low
M_D_TasdA_P_asdD_aceBA_DtdhDptsG_I_6_M1	0.27	0.0	None
M_D_TasdA_P_asdD_zwf_D000_0_4p5_M1	0.34	0.052807347	Low
M_D_Tasd_P_asdD_000_D000_I_6_M1	0.35	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDdapA_0_6_M1	0.5	0.140621265	Low
7_D_TasdA1_P_asdD_000_DtdhDdapA_0_24_M1	1.91	0.0	None
7_D_TasdA_P_asdD_pyc_DlysC_0_4p5_M1	0.32	0.031590257	Low
M_D_TasdA1_P_asdD_rhtA_DdhaM_0_5p5_M1	0.06	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDlysC_0_24_M1	5.7	1.011839499	High
7_D_TasdA_P_asdD_pntAB_DlysC_0_12_M1	3.89	0.159560818	Low
7_D_Tasd_P_asdD_000_DptsG_0_6_M1	0.24	0.0	None
M_D_TasdA1_P_asdD_pyc_DtdhDlysC_0_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_000_DptsG_0_24_M1	4.83	0.539	Low
M_D_Tasd_P_asdD_000_DrhtA_0_12_M1	0.24	0.0	None
7_D_TasdA_P_asdD_000_DlysA_I_6_M1	0.22	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDlysA_0_5p5_M1	0.73	0.066	Low
7_D_TasdA_P_asdD_000_DtdhDdapA_I_24_M1	0.0	0.0	None
7_D_Tasd_P_asdD_pyc_DtdhDdapA_0_4p5_M1	0.11	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDmetL_0_12_M1	0.14	0.001	Low
7_D_TasdA_P_asdD_zwf_DlysC_I_6_M1	0.76	0.0	None
7_D_Tasd_P_asdD_000_D000_0_12_M1	1.32	0.0	None
7_D_TasdA_P_asdD_zwf_D000_0_4p5_M1	0.54	0.06275	Low
7_D_TasdA_P_asdD_rhtA_DdhaM_I_5p5_M1	0.03	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_6_M1	0.1	0.0	None
7_D_TasdA_P_asdD_aspC_Dtdh_I_12_M1	1.4	0.571005699	Low
M_D_TasdA1_P_asdD_000_DtdhDmetL_0_4p5_M1	0.08	0.0	None
7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_5p5_M1	0.53	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysA_I_5p5_M1	0.57	0.031	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_0_12_M1	0.18	0.0	None
7_D_Tasd_P_asdD_000_DmetL_0_5p5_M1	0.16	0.0	None
M_D_TasdA_P_asdD_pntAB_DdapA_0_4p5_M1	0.27	0.05793762	Low
M_D_TasdA1_P_asdD_rhtA_DrhtA_0_12_M1	0.32	0.0	None
M_D_Tasd_P_asdD_rhtA_DlysA_0_5p5_M1	0.24	0.0	None
7_D_TasdA_P_asdD_zwf_DrhtA_0_6_M1	0.69	0.05460039	Low
7_D_TasdA_P_asdD_000_Dtdh_I_5p5_M1	0.73	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_I_12_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_Dtdh_I_6_M1	0.18	0.009315945	Low
M_D_Tasd_P_asdD_rhtA_Dtdh_I_5p5_M1	0.2	0.0	None
7_D_Tasd_P_asdD_rhtA_DptsG_I_6_M1	0.14	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_4p5_M1	0.18	0.001060088	Low
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_6_M1	0.51	0.0	None
7_D_Tasd_P_asdD_000_DdhaM_I_24_M1	0.34	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_12_M1	1.09	0.557360843	Low
7_D_TasdA_P_asdD_pntAB_DmetL_I_6_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_000_DmetL_I_5p5_M1	0.33	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_0_24_M1	1.32	0.078714763	Low
7_D_TasdA_P_asdD_aceBA_DtdhDrhtA_0_12_M1	0.0	0.0	None
7_D_TasdA_P_asdD_rhtA_Dtdh_0_12_M1	0.47	0.03060449	Low
7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_24_M1	1.08	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_4p5_M1	0.53	0.167957653	Low
M_D_Tasd_P_asdD_rhtA_Dtdh_0_6_M1	0.12	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_6_M1	0.47	0.07664374	Low
7_D_Tasd_P_asdD_rhtA_DrhtA_0_6_M1	0.18	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysC_I_6_M1	0.57	0.325311103	Low
M_D_Tasd_P_asdD_rhtA_DtdhDlysC_0_5p5_M1	0.26	0.0	None
M_D_TasdA_P_asdD_aspC_D000_0_12_M1	0.51	0.007	Low
7_D_TasdA_P_asdD_000_DtdhDdapA_I_12_M1	0.17	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_I_24_M1	0.46	0.131270351	Low
M_D_TasdA1_P_asdD_000_DtdhDlysA_0_6_M1	0.22	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_0_12_M1	0.39	0.060050086	Low
7_D_Tasd_P_asdD_pyc_DlysA_0_6_M1	0.3	0.0	None
7_D_TasdA_P_asdD_zwf_D000_I_24_M1	3.86	0.056767479	Low
M_D_Tasd_P_asdD_rhtA_DdhaM_0_24_M1	0.11	0.0	None
7_D_TasdA_P_asdD_zwf_Dtdh_0_24_M1	6.91	1.123097554	High
M_D_Tasd_P_asdD_rhtA_DptsG_0_12_M1	0.19	0.001	Low
M_D_Tasd_P_asdD_pyc_DtdhDlysA_0_12_M1	0.03	0.0	None
7_D_TasdA1_P_asdD_000_D000_I_6_M1	0.49	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDptsG_0_12_M1	1.35	0.052807348	Low
7_D_TasdA_P_asdD_000_DlysA_0_5p5_M1	0.67	0.0	None
7_D_Tasd_P_asdD_000_DlysA_0_5p5_M1	0.13	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysA_0_12_M1	1.01	0.021140358	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDmetL_I_12_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_000_DlysA_I_5p5_M1	0.44	0.0	None
M_D_TasdA_P_asdD_zwf_Dtdh_0_24_M1	0.33	0.096867342	Low
M_D_TasdA1_P_asdD_pyc_Dtdh_0_24_M1	3.06	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDmetL_0_6_M1	0.27	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysA_0_6_M1	0.25	0.054915523	Low
7_D_TasdA_P_asdD_000_DlysA_I_5p5_M1	0.7	0.0	None
M_D_Tasd_P_asdD_000_DrhtA_0_6_M1	0.2	0.0	None
7_D_TasdA_P_asdD_pyc_DdhaM_0_6_M1	0.51	0.097352469	Low
M_D_TasdA_P_asdD_000_DtdhDptsG_I_5p5_M1	0.21	0.0	None
7_D_Tasd_P_asdD_rhtA_DdhaM_0_6_M1	0.17	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_6_M1	0.19	0.049784226	Low
M_D_Tasd_P_asdD_rhtA_DtdhDdapA_I_12_M1	0.13	0.0	None
M_D_TasdA1_P_asdD_pyc_DptsG_0_6_M1	0.24	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDdapA_I_6_M1	0.16	0.063845461	Low
M_D_TasdA1_P_asdD_rhtA_DdhaM_I_12_M1	0.05	0.0	None
7_D_TasdA1_P_asdD_pyc_DmetL_I_5p5_M1	0.36	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_0_24_M1	1.21	0.029	Low
M_D_Tasd_P_asdD_pyc_DlysC_0_6_M1	0.34	0.0	None
7_D_TasdA_P_asdD_aceBA_DdapA_0_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_rhtA_D000_0_6_M1	0.32	0.257411138	Low
7_D_Tasd_P_asdD_000_DtdhDrhtA_0_4p5_M1	0.17	0.0	None
M_D_TasdA1_P_asdD_pyc_DmetL_0_24_M1	0.37	0.0	None
7_D_TasdA_P_asdD_ppc_D000_I_12_M1	0.83	0.108	Low
M_D_Tasd_P_asdD_pyc_DrhtA_0_6_M1	0.16	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_I_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_zwf_DdapA_0_4p5_M1	0.29	0.014179408	Low
7_D_TasdA_P_asdD_aspC_DptsG_I_24_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_000_DtdhDrhtA_0_5p5_M1	0.46	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdapA_0_24_M1	1.53	0.084219853	Low
7_D_TasdA_P_asdD_zwf_DptsG_0_4p5_M1	0.23	0.0	None
7_D_TasdA_P_asdD_aceBA_DlysC_0_6_M1	0.78	0.036757117	Low
7_D_TasdA_P_asdD_zwf_D000_0_6_M1	0.94	0.0	None
7_D_TasdA_P_asdD_rhtA_Dtdh_I_6_M1	0.24	0.09811972	Low
M_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_12_M1	0.32	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_12_M1	1.06	0.042210354	Low
7_D_Tasd_P_asdD_pyc_DtdhDdapA_I_6_M1	0.11	0.0	None
M_D_TasdA_P_asdD_000_DtdhDmetL_I_24_M1	0.64	0.398	Low
M_D_TasdA1_P_asdD_000_DmetL_0_4p5_M1	0.1	0.0	None
M_D_TasdA1_P_asdD_rhtA_Dtdh_I_12_M1	0.39	0.0525	Low
7_D_TasdA_P_asdD_pyc_DdapA_I_12_M1	0.24	0.0	None
M_D_TasdA_P_asdD_zwf_DptsG_I_24_M1	0.25	0.147255828	Low
M_D_TasdA1_P_asdD_000_DtdhDdapA_I_24_M1	0.58	0.0	None
7_D_TasdA_P_asdD_rhtA_DptsG_0_24_M1	0.75	0.00731557	Low
M_D_TasdA_P_asdD_pntAB_D000_0_12_M1	0.28	0.0	None
7_D_TasdA_P_asdD_aspC_DlysC_0_12_M1	3.97	0.102882187	Low
7_D_Tasd_P_asdD_pyc_DtdhDrhtA_0_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_pntAB_DrhtA_0_24_M1	6.92	1.143040035	High
M_D_TasdA_P_asdD_000_DtdhDlysC_I_5p5_M1	0.48	0.111	Low
7_D_Tasd_P_asdD_000_D000_0_6_M1	0.54	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdhaM_I_5p5_M1	0.53	0.0	None
M_D_TasdA_P_asdD_000_DtdhDdapA_0_24_M1	2.88	0.606038367	Low
7_D_TasdA1_P_asdD_pyc_DlysA_I_5p5_M1	1.11	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysC_I_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_pntAB_DdapA_0_4p5_M1	0.25	0.097634166	Low
M_D_Tasd_P_asdD_rhtA_DrhtA_0_12_M1	0.16	0.0	None
7_D_Tasd_P_asdD_pyc_DlysA_I_6_M1	0.23	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysA_I_6_M1	0.21	0.047672785	Low
7_D_TasdA1_P_asdD_rhtA_DlysC_0_6_M1	0.2	0.0	None
M_D_TasdA1_P_asdD_rhtA_DptsG_0_24_M1	2.49	0.0	None
M_D_TasdA_P_asdD_000_DlysC_I_6_M1	0.52	0.118072145	Low
7_D_TasdA_P_asdD_zwf_DmetL_0_24_M1	0.08	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDdapA_I_24_M1	0.26	0.0	None
M_D_TasdA_P_asdD_zwf_DlysC_I_12_M1	0.31	0.103953095	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_0_24_M1	0.2	0.0	None
M_D_TasdA1_P_asdD_000_DmetL_0_24_M1	1.59	0.0	None
7_D_TasdA_P_asdD_zwf_DdhaM_0_24_M1	6.72	0.66442048	Low
M_D_TasdA1_P_asdD_000_DtdhDlysA_0_24_M1	0.26	0.0	None
M_D_Tasd_P_asdD_pyc_DdhaM_I_24_M1	0.09	0.0	None
7_D_TasdA_P_asdD_ppc_D000_0_5p5_M1	0.57	0.043	Low
7_D_TasdA_P_asdD_pyc_DlysA_I_12_M1	0.68	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDmetL_0_5p5_M1	0.09	0.0	None
M_D_TasdA_P_asdD_pntAB_D000_0_5p5_M1	0.0	0.002	Low
M_D_TasdA_P_asdD_pyc_DtdhDptsG_I_5p5_M1	0.39	0.0	None
M_D_Tasd_P_asdD_pyc_Dtdh_I_6_M1	0.13	0.0	None
7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_12_M1	0.48	0.055	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_0_5p5_M1	0.2	0.0	None
7_D_TasdA1_P_asdD_000_DmetL_0_5p5_M1	0.36	0.0	None
M_D_TasdA_P_asdD_pyc_DdhaM_I_24_M1	1.07	0.002	Low
7_D_TasdA_P_asdD_pyc_DlysC_0_5p5_M1	0.28	0.0	None
7_D_TasdA1_P_asdD_pyc_DmetL_0_5p5_M1	0.37	0.0	None
M_D_TasdA_P_asdD_aspC_DlysA_I_12_M1	0.53	0.147042134	Low
7_D_Tasd_P_asdD_000_Dtdh_I_24_M1	0.47	0.0	None
M_D_Tasd_P_asdD_pyc_DdhaM_0_4p5_M1	0.09	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDptsG_0_4p5_M1	0.22	0.021126481	Low
7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_5p5_M1	0.4	0.0	None
M_D_TasdA1_P_asdD_rhtA_DptsG_0_12_M1	0.67	0.0235	Low
M_D_TasdA_P_asdD_pyc_DmetL_0_12_M1	0.5	0.0	None
M_D_TasdA_P_asdD_rhtA_DptsG_0_4p5_M1	0.38	0.017125151	Low
7_D_Tasd_P_asdD_000_DdapA_I_5p5_M1	0.25	0.0	None
M_D_TasdA_P_asdD_pntAB_Dtdh_0_6_M1	0.59	0.178042082	Low
M_D_Tasd_P_asdD_pyc_DdhaM_I_6_M1	0.11	0.0	None
7_D_TasdA_P_asdD_rhtA_DptsG_I_12_M1	0.27	0.041589829	Low
7_D_TasdA_P_asdD_aspC_DmetL_0_12_M1	0.07	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysC_0_5p5_M1	0.0	0.012	Low
M_D_Tasd_P_asdD_rhtA_DrhtA_0_5p5_M1	0.13	0.0	None
M_D_TasdA_P_asdD_aspC_DptsG_0_6_M1	0.5	0.100786202	Low
7_D_Tasd_P_asdD_pyc_DdhaM_0_4p5_M1	0.16	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDptsG_0_12_M1	0.7	0.117685926	Low
7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_5p5_M1	0.41	0.0	None
7_D_TasdA_P_asdD_rhtA_DdapA_I_24_M1	0.45	0.01	Low
M_D_TasdA1_P_asdD_pyc_DptsG_0_4p5_M1	0.35	0.0	None
M_D_TasdA_P_asdD_pyc_D000_0_24_M1	5.35	1.156704853	High
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_I_12_M1	0.63	0.119899672	Low
M_D_TasdA1_P_asdD_pyc_DdhaM_I_12_M1	0.22	0.0	None
7_D_Tasd_P_asdD_pyc_Dtdh_I_5p5_M1	1.57	0.0	None
7_D_TasdA_P_asdD_aceBA_DdhaM_I_12_M1	1.12	0.373680093	Low
M_D_Tasd_P_asdD_000_DdapA_0_12_M1	0.43	0.0	None
7_D_Tasd_P_asdD_pyc_DlysA_0_5p5_M1	0.08	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysA_I_5p5_M1	0.0	0.003	Low
7_D_TasdA_P_asdD_rhtA_DdhaM_I_24_M1	0.76	0.0	None
M_D_Tasd_P_asdD_pyc_DptsG_0_5p5_M1	0.31	0.0	None
7_D_TasdA_P_asdD_pntAB_DdapA_I_6_M1	0.21	0.124923877	Low
7_D_TasdA_P_asdD_zwf_DmetL_I_12_M1	0.06	0.0	None
7_D_TasdA_P_asdD_pyc_DmetL_0_4p5_M1	0.07	0.0	None
M_D_TasdA1_P_asdD_rhtA_DlysA_0_5p5_M1	0.75	0.005	Low
7_D_TasdA_P_asdD_zwf_DtdhDrhtA_0_4p5_M1	0.25	0.0	None
M_D_Tasd_P_asdD_000_DdapA_0_24_M1	1.96	0.0	None
M_D_TasdA_P_asdD_aceBA_D000_I_6_M1	0.48	0.125234735	Low
M_D_TasdA_P_asdD_rhtA_DdhaM_I_6_M1	0.21	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDrhtA_I_12_M1	0.5	0.0	None
7_D_TasdA_P_asdD_aspC_DdapA_0_24_M1	1.29	0.235132327	Low
M_D_TasdA_P_asdD_pntAB_D000_I_5p5_M1	0.0	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_12_M1	0.18	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysC_0_4p5_M1	0.54	0.216066461	Low
7_D_Tasd_P_asdD_000_DptsG_0_24_M1	0.68	0.0	None
7_D_TasdA_P_asdD_zwf_DptsG_0_24_M1	1.48	0.0	None
7_D_TasdA1_P_asdD_pyc_DdhaM_I_6_M1	0.24	0.065904662	Low
M_D_TasdA1_P_asdD_pyc_DdapA_0_4p5_M1	0.27	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysA_I_24_M1	0.11	0.0	None
7_D_TasdA_P_asdD_zwf_DtdhDdapA_0_12_M1	0.25	0.045153951	Low
7_D_TasdA_P_asdD_000_DtdhDdapA_0_5p5_M1	0.2	0.0	None
7_D_Tasd_P_asdD_pyc_Dtdh_0_5p5_M1	1.68	0.0	None
M_D_TasdA_P_asdD_aspC_DdapA_I_6_M1	0.48	0.068193878	Low
M_D_TasdA1_P_asdD_pyc_DlysA_0_4p5_M1	0.43	0.0	None
M_D_TasdA1_P_asdD_000_DlysA_0_12_M1	1.25	0.0	None
7_D_TasdA_P_asdD_000_DtdhDlysC_0_5p5_M1	0.44	0.08	Low
7_D_TasdA1_P_asdD_000_DrhtA_0_24_M1	1.88	0.0	None
M_D_TasdA_P_asdD_aceBA_DrhtA_0_6_M1	0.28	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_5p5_M1	0.44	0.076	Low
7_D_Tasd_P_asdD_000_DtdhDlysC_I_12_M1	0.34	0.0	None
7_D_TasdA_P_asdD_pyc_DtdhDlysC_0_4p5_M1	0.34	0.091135475	Low
M_D_TasdA_P_asdD_000_DdapA_I_24_M1	0.65	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_0_12_M1	0.85	0.080124042	Low
M_D_TasdA1_P_asdD_rhtA_DmetL_0_12_M1	0.16	0.0	None
7_D_TasdA1_P_asdD_000_DtdhDrhtA_I_24_M1	3.02	0.331	Low
M_D_TasdA_P_asdD_zwf_DlysA_0_24_M1	1.78	0.0	None
7_D_TasdA_P_asdD_zwf_DlysC_0_12_M1	3.53	0.015765031	Low
7_D_TasdA_P_asdD_aceBA_DmetL_0_4p5_M1	0.15	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysA_I_24_M1	0.33	0.025129269	Low
M_D_TasdA1_P_asdD_pyc_DdhaM_0_6_M1	0.29	0.0	None
M_D_TasdA_P_asdD_rhtA_DrhtA_I_12_M1	0.26	0.061802854	Low
M_D_TasdA1_P_asdD_000_DdapA_0_4p5_M1	0.37	0.0	None
M_D_TasdA_P_asdD_aspC_Dtdh_I_5p5_M1	0.21	0.012	Low
7_D_TasdA_P_asdD_zwf_DdapA_0_12_M1	0.0	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysC_I_5p5_M1	0.38	0.023	Low
M_D_TasdA_P_asdD_aceBA_DrhtA_I_6_M1	0.26	0.0	None
M_0_0_0_asdO_pfb6.4.2C_D000_I_24_M1	1.69	0.919166352	High
M_D_TasdA_P_asdD_zwf_DrhtA_0_24_M1	0.15	0.007	Low
M_D_Tasd_P_asdD_rhtA_DmetL_I_6_M1	0.1	0.0	None
7_D_Tasd_P_asdD_pyc_DlysA_0_12_M1	0.08	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_4p5_M1	0.49	0.099208572	Low
M_D_TasdA1_P_asdD_000_DtdhDptsG_I_12_M1	0.45	0.0	None
M_D_Tasd_P_asdD_000_DlysC_I_24_M1	1.0	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_24_M1	1.24	0.013	Low
7_D_TasdA_P_asdD_rhtA_DtdhDrhtA_I_6_M1	0.1	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDlysC_0_24_M1	0.72	0.0	None
7_D_TasdA_P_asdD_zwf_D000_0_5p5_M1	0.5	0.01	Low
M_D_TasdA1_P_asdD_pyc_DdhaM_0_5p5_M1	0.09	0.0	None
M_D_TasdA1_P_asdD_pyc_DtdhDmetL_I_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_aspC_DlysC_0_6_M1	0.54	0.17321359	Low
7_D_Tasd_P_asdD_pyc_DtdhDdapA_0_24_M1	0.24	0.0	None
M_D_Tasd_P_asdD_000_Dtdh_0_12_M1	0.29	0.0	None
M_D_TasdA_P_asdD_aspC_DlysA_0_12_M1	0.64	0.054618032	Low
7_D_TasdA1_P_asdD_000_Dtdh_0_5p5_M1	0.47	0.0	None
7_D_TasdA_P_asdD_rhtA_DlysA_0_6_M1	0.19	0.0	None
7_D_TasdA_P_asdD_rhtA_DlysA_I_12_M1	0.61	0.005	Low
7_D_TasdA_P_asdD_aspC_DptsG_0_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_aspC_DrhtA_I_6_M1	0.35	0.0	None
7_D_TasdA_P_asdD_000_DlysA_I_24_M1	0.86	0.03	Low
M_D_TasdA1_P_asdD_rhtA_DdapA_I_6_M1	0.15	0.0	None
7_D_TasdA1_P_asdD_rhtA_DptsG_0_12_M1	0.05	0.0	None
M_D_Tasd_P_asdD_rhtA_DdapA_I_12_M1	0.01	0.005	Low
M_D_Tasd_P_asdD_rhtA_DlysA_I_24_M1	0.7	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDlysA_0_12_M1	0.0	0.0	None
